Entity,Code,Year,variable,value
United States,USA,1990,Greenhouse gas emissions from agriculture,356320000.0
United States,USA,1991,Greenhouse gas emissions from agriculture,357429980.0
United States,USA,1992,Greenhouse gas emissions from agriculture,364950000.0
United States,USA,1993,Greenhouse gas emissions from agriculture,366090000.0
United States,USA,1994,Greenhouse gas emissions from agriculture,376020000.0
United States,USA,1995,Greenhouse gas emissions from agriculture,374320000.0
United States,USA,1996,Greenhouse gas emissions from agriculture,378860000.0
United States,USA,1997,Greenhouse gas emissions from agriculture,377520000.0
United States,USA,1998,Greenhouse gas emissions from agriculture,375820000.0
United States,USA,1999,Greenhouse gas emissions from agriculture,373260000.0
United States,USA,2000,Greenhouse gas emissions from agriculture,367580000.0
United States,USA,2001,Greenhouse gas emissions from agriculture,365560000.0
United States,USA,2002,Greenhouse gas emissions from agriculture,364980000.0
United States,USA,2003,Greenhouse gas emissions from agriculture,371580000.0
United States,USA,2004,Greenhouse gas emissions from agriculture,370050000.0
United States,USA,2005,Greenhouse gas emissions from agriculture,369670000.0
United States,USA,2006,Greenhouse gas emissions from agriculture,376120000.0
United States,USA,2007,Greenhouse gas emissions from agriculture,376380000.0
United States,USA,2008,Greenhouse gas emissions from agriculture,371900000.0
United States,USA,2009,Greenhouse gas emissions from agriculture,373120000.0
United States,USA,2010,Greenhouse gas emissions from agriculture,375540000.0
United States,USA,2011,Greenhouse gas emissions from agriculture,374640000.0
United States,USA,2012,Greenhouse gas emissions from agriculture,370460000.0
United States,USA,2013,Greenhouse gas emissions from agriculture,368610000.0
United States,USA,2014,Greenhouse gas emissions from agriculture,368090000.0
United States,USA,2015,Greenhouse gas emissions from agriculture,368770000.0
United States,USA,2016,Greenhouse gas emissions from agriculture,379460000.0
United States,USA,2017,Greenhouse gas emissions from agriculture,378280000.0
United States,USA,2018,Greenhouse gas emissions from agriculture,382549980.0
United States,USA,2019,Greenhouse gas emissions from agriculture,380180000.0
United States,USA,2020,Greenhouse gas emissions from agriculture,382010020.0
United States,USA,1990,Greenhouse gas emissions from land use change and forestry,-406800000.0
United States,USA,1991,Greenhouse gas emissions from land use change and forestry,-406800000.0
United States,USA,1992,Greenhouse gas emissions from land use change and forestry,-406800000.0
United States,USA,1993,Greenhouse gas emissions from land use change and forestry,-406940000.0
United States,USA,1994,Greenhouse gas emissions from land use change and forestry,-407090000.0
United States,USA,1995,Greenhouse gas emissions from land use change and forestry,-406869980.0
United States,USA,1996,Greenhouse gas emissions from land use change and forestry,-405709980.0
United States,USA,1997,Greenhouse gas emissions from land use change and forestry,-407420000.0
United States,USA,1998,Greenhouse gas emissions from land use change and forestry,-405840000.0
United States,USA,1999,Greenhouse gas emissions from land use change and forestry,-405290020.0
United States,USA,2000,Greenhouse gas emissions from land use change and forestry,-405090000.0
United States,USA,2001,Greenhouse gas emissions from land use change and forestry,-391029980.0
United States,USA,2002,Greenhouse gas emissions from land use change and forestry,-390080000.0
United States,USA,2003,Greenhouse gas emissions from land use change and forestry,-390330000.0
United States,USA,2004,Greenhouse gas emissions from land use change and forestry,-390400000.0
United States,USA,2005,Greenhouse gas emissions from land use change and forestry,-390730020.0
United States,USA,2006,Greenhouse gas emissions from land use change and forestry,-390610000.0
United States,USA,2007,Greenhouse gas emissions from land use change and forestry,-390200000.0
United States,USA,2008,Greenhouse gas emissions from land use change and forestry,-389750000.0
United States,USA,2009,Greenhouse gas emissions from land use change and forestry,-390760000.0
United States,USA,2010,Greenhouse gas emissions from land use change and forestry,-390940000.0
United States,USA,2011,Greenhouse gas emissions from land use change and forestry,-407570020.0
United States,USA,2012,Greenhouse gas emissions from land use change and forestry,-407780000.0
United States,USA,2013,Greenhouse gas emissions from land use change and forestry,-407780000.0
United States,USA,2014,Greenhouse gas emissions from land use change and forestry,-407790000.0
United States,USA,2015,Greenhouse gas emissions from land use change and forestry,-406930000.0
United States,USA,2016,Greenhouse gas emissions from land use change and forestry,-220240000.0
United States,USA,2017,Greenhouse gas emissions from land use change and forestry,-219050000.0
United States,USA,2018,Greenhouse gas emissions from land use change and forestry,-219130000.0
United States,USA,2019,Greenhouse gas emissions from land use change and forestry,-220260000.0
United States,USA,2020,Greenhouse gas emissions from land use change and forestry,-216050000.0
United States,USA,1990,Greenhouse gas emissions from waste,199340000.0
United States,USA,1991,Greenhouse gas emissions from waste,201900000.0
United States,USA,1992,Greenhouse gas emissions from waste,202080000.0
United States,USA,1993,Greenhouse gas emissions from waste,200220000.0
United States,USA,1994,Greenhouse gas emissions from waste,200520000.0
United States,USA,1995,Greenhouse gas emissions from waste,195750000.0
United States,USA,1996,Greenhouse gas emissions from waste,192390000.0
United States,USA,1997,Greenhouse gas emissions from waste,183260000.0
United States,USA,1998,Greenhouse gas emissions from waste,173820000.0
United States,USA,1999,Greenhouse gas emissions from waste,167630000.0
United States,USA,2000,Greenhouse gas emissions from waste,164690000.0
United States,USA,2001,Greenhouse gas emissions from waste,159810000.0
United States,USA,2002,Greenhouse gas emissions from waste,157990000.0
United States,USA,2003,Greenhouse gas emissions from waste,160860000.0
United States,USA,2004,Greenhouse gas emissions from waste,158530000.0
United States,USA,2005,Greenhouse gas emissions from waste,156440000.0
United States,USA,2006,Greenhouse gas emissions from waste,154350000.0
United States,USA,2007,Greenhouse gas emissions from waste,152340000.0
United States,USA,2008,Greenhouse gas emissions from waste,150220000.0
United States,USA,2009,Greenhouse gas emissions from waste,147450000.0
United States,USA,2010,Greenhouse gas emissions from waste,148270000.0
United States,USA,2011,Greenhouse gas emissions from waste,139230000.0
United States,USA,2012,Greenhouse gas emissions from waste,140310000.0
United States,USA,2013,Greenhouse gas emissions from waste,136430000.0
United States,USA,2014,Greenhouse gas emissions from waste,136100000.0
United States,USA,2015,Greenhouse gas emissions from waste,135200000.0
United States,USA,2016,Greenhouse gas emissions from waste,131030000.0
United States,USA,2017,Greenhouse gas emissions from waste,132130010.0
United States,USA,2018,Greenhouse gas emissions from waste,133240010.0
United States,USA,2019,Greenhouse gas emissions from waste,134350000.0
United States,USA,2020,Greenhouse gas emissions from waste,135450000.0
United States,USA,1990,Greenhouse gas emissions from buildings,547890000.0
United States,USA,1991,Greenhouse gas emissions from buildings,557710000.0
United States,USA,1992,Greenhouse gas emissions from buildings,567600000.0
United States,USA,1993,Greenhouse gas emissions from buildings,593340000.0
United States,USA,1994,Greenhouse gas emissions from buildings,583450000.0
United States,USA,1995,Greenhouse gas emissions from buildings,588150000.0
United States,USA,1996,Greenhouse gas emissions from buildings,624580030.0
United States,USA,1997,Greenhouse gas emissions from buildings,607080000.0
United States,USA,1998,Greenhouse gas emissions from buildings,555620000.0
United States,USA,1999,Greenhouse gas emissions from buildings,573860000.0
United States,USA,2000,Greenhouse gas emissions from buildings,605789950.0
United States,USA,2001,Greenhouse gas emissions from buildings,587640000.0
United States,USA,2002,Greenhouse gas emissions from buildings,588010000.0
United States,USA,2003,Greenhouse gas emissions from buildings,612110000.0
United States,USA,2004,Greenhouse gas emissions from buildings,596640000.0
United States,USA,2005,Greenhouse gas emissions from buildings,578880000.0
United States,USA,2006,Greenhouse gas emissions from buildings,523429980.0
United States,USA,2007,Greenhouse gas emissions from buildings,555320000.0
United States,USA,2008,Greenhouse gas emissions from buildings,562810000.0
United States,USA,2009,Greenhouse gas emissions from buildings,557739970.0
United States,USA,2010,Greenhouse gas emissions from buildings,552170000.0
United States,USA,2011,Greenhouse gas emissions from buildings,529050000.0
United States,USA,2012,Greenhouse gas emissions from buildings,466350000.0
United States,USA,2013,Greenhouse gas emissions from buildings,535270000.0
United States,USA,2014,Greenhouse gas emissions from buildings,552640000.0
United States,USA,2015,Greenhouse gas emissions from buildings,518710000.0
United States,USA,2016,Greenhouse gas emissions from buildings,501940000.0
United States,USA,2017,Greenhouse gas emissions from buildings,503029980.0
United States,USA,2018,Greenhouse gas emissions from buildings,556970000.0
United States,USA,2019,Greenhouse gas emissions from buildings,557570000.0
United States,USA,2020,Greenhouse gas emissions from buildings,517210020.0
United States,USA,1990,Greenhouse gas emissions from industry,164710000.0
United States,USA,1991,Greenhouse gas emissions from industry,154310000.0
United States,USA,1992,Greenhouse gas emissions from industry,157310000.0
United States,USA,1993,Greenhouse gas emissions from industry,160570000.0
United States,USA,1994,Greenhouse gas emissions from industry,165510000.0
United States,USA,1995,Greenhouse gas emissions from industry,187540000.0
United States,USA,1996,Greenhouse gas emissions from industry,197280000.0
United States,USA,1997,Greenhouse gas emissions from industry,198510000.0
United States,USA,1998,Greenhouse gas emissions from industry,209710000.0
United States,USA,1999,Greenhouse gas emissions from industry,206140000.0
United States,USA,2000,Greenhouse gas emissions from industry,208700000.0
United States,USA,2001,Greenhouse gas emissions from industry,192090000.0
United States,USA,2002,Greenhouse gas emissions from industry,202070000.0
United States,USA,2003,Greenhouse gas emissions from industry,191490000.0
United States,USA,2004,Greenhouse gas emissions from industry,199030000.0
United States,USA,2005,Greenhouse gas emissions from industry,204420000.0
United States,USA,2006,Greenhouse gas emissions from industry,208390000.0
United States,USA,2007,Greenhouse gas emissions from industry,221720000.0
United States,USA,2008,Greenhouse gas emissions from industry,208910000.0
United States,USA,2009,Greenhouse gas emissions from industry,190550000.0
United States,USA,2010,Greenhouse gas emissions from industry,204590000.0
United States,USA,2011,Greenhouse gas emissions from industry,217000000.0
United States,USA,2012,Greenhouse gas emissions from industry,210150000.0
United States,USA,2013,Greenhouse gas emissions from industry,209350000.0
United States,USA,2014,Greenhouse gas emissions from industry,219360000.0
United States,USA,2015,Greenhouse gas emissions from industry,221220000.0
United States,USA,2016,Greenhouse gas emissions from industry,222020000.0
United States,USA,2017,Greenhouse gas emissions from industry,227960000.0
United States,USA,2018,Greenhouse gas emissions from industry,231670000.0
United States,USA,2019,Greenhouse gas emissions from industry,238670000.0
United States,USA,2020,Greenhouse gas emissions from industry,243520000.0
United States,USA,1990,Greenhouse gas emissions from manufacturing and construction,606900030.0
United States,USA,1991,Greenhouse gas emissions from manufacturing and construction,569290000.0
United States,USA,1992,Greenhouse gas emissions from manufacturing and construction,520000000.0
United States,USA,1993,Greenhouse gas emissions from manufacturing and construction,534520030.0
United States,USA,1994,Greenhouse gas emissions from manufacturing and construction,536950000.0
United States,USA,1995,Greenhouse gas emissions from manufacturing and construction,488950000.0
United States,USA,1996,Greenhouse gas emissions from manufacturing and construction,488029980.0
United States,USA,1997,Greenhouse gas emissions from manufacturing and construction,509029980.0
United States,USA,1998,Greenhouse gas emissions from manufacturing and construction,515150000.0
United States,USA,1999,Greenhouse gas emissions from manufacturing and construction,503350000.0
United States,USA,2000,Greenhouse gas emissions from manufacturing and construction,571300000.0
United States,USA,2001,Greenhouse gas emissions from manufacturing and construction,543770050.0
United States,USA,2002,Greenhouse gas emissions from manufacturing and construction,494170020.0
United States,USA,2003,Greenhouse gas emissions from manufacturing and construction,488960000.0
United States,USA,2004,Greenhouse gas emissions from manufacturing and construction,515450020.0
United States,USA,2005,Greenhouse gas emissions from manufacturing and construction,481140000.0
United States,USA,2006,Greenhouse gas emissions from manufacturing and construction,500010020.0
United States,USA,2007,Greenhouse gas emissions from manufacturing and construction,489980000.0
United States,USA,2008,Greenhouse gas emissions from manufacturing and construction,478520000.0
United States,USA,2009,Greenhouse gas emissions from manufacturing and construction,410850020.0
United States,USA,2010,Greenhouse gas emissions from manufacturing and construction,469900000.0
United States,USA,2011,Greenhouse gas emissions from manufacturing and construction,439100000.0
United States,USA,2012,Greenhouse gas emissions from manufacturing and construction,441920000.0
United States,USA,2013,Greenhouse gas emissions from manufacturing and construction,438240000.0
United States,USA,2014,Greenhouse gas emissions from manufacturing and construction,440620000.0
United States,USA,2015,Greenhouse gas emissions from manufacturing and construction,437190000.0
United States,USA,2016,Greenhouse gas emissions from manufacturing and construction,442309980.0
United States,USA,2017,Greenhouse gas emissions from manufacturing and construction,432700000.0
United States,USA,2018,Greenhouse gas emissions from manufacturing and construction,457690020.0
United States,USA,2019,Greenhouse gas emissions from manufacturing and construction,442600000.0
United States,USA,2020,Greenhouse gas emissions from manufacturing and construction,441120000.0
United States,USA,1990,Greenhouse gas emissions from transport,1468599900.0
United States,USA,1991,Greenhouse gas emissions from transport,1440670100.0
United States,USA,1992,Greenhouse gas emissions from transport,1472860000.0
United States,USA,1993,Greenhouse gas emissions from transport,1497040000.0
United States,USA,1994,Greenhouse gas emissions from transport,1551220000.0
United States,USA,1995,Greenhouse gas emissions from transport,1583180000.0
United States,USA,1996,Greenhouse gas emissions from transport,1623420000.0
United States,USA,1997,Greenhouse gas emissions from transport,1648880000.0
United States,USA,1998,Greenhouse gas emissions from transport,1688190000.0
United States,USA,1999,Greenhouse gas emissions from transport,1735150100.0
United States,USA,2000,Greenhouse gas emissions from transport,1767780000.0
United States,USA,2001,Greenhouse gas emissions from transport,1770170000.0
United States,USA,2002,Greenhouse gas emissions from transport,1792970000.0
United States,USA,2003,Greenhouse gas emissions from transport,1818939900.0
United States,USA,2004,Greenhouse gas emissions from transport,1842000000.0
United States,USA,2005,Greenhouse gas emissions from transport,1861920000.0
United States,USA,2006,Greenhouse gas emissions from transport,1861329900.0
United States,USA,2007,Greenhouse gas emissions from transport,1862030100.0
United States,USA,2008,Greenhouse gas emissions from transport,1761590000.0
United States,USA,2009,Greenhouse gas emissions from transport,1674020000.0
United States,USA,2010,Greenhouse gas emissions from transport,1733120000.0
United States,USA,2011,Greenhouse gas emissions from transport,1686209900.0
United States,USA,2012,Greenhouse gas emissions from transport,1650090000.0
United States,USA,2013,Greenhouse gas emissions from transport,1701510000.0
United States,USA,2014,Greenhouse gas emissions from transport,1694600000.0
United States,USA,2015,Greenhouse gas emissions from transport,1756630000.0
United States,USA,2016,Greenhouse gas emissions from transport,1768760000.0
United States,USA,2017,Greenhouse gas emissions from transport,1781510000.0
United States,USA,2018,Greenhouse gas emissions from transport,1820880000.0
United States,USA,2019,Greenhouse gas emissions from transport,1815660000.0
United States,USA,2020,Greenhouse gas emissions from transport,1558320000.0
United States,USA,1990,Greenhouse gas emissions from electricity and heat,2171629800.0
United States,USA,1991,Greenhouse gas emissions from electricity and heat,2191740000.0
United States,USA,1992,Greenhouse gas emissions from electricity and heat,2289280000.0
United States,USA,1993,Greenhouse gas emissions from electricity and heat,2348060200.0
United States,USA,1994,Greenhouse gas emissions from electricity and heat,2373440000.0
United States,USA,1995,Greenhouse gas emissions from electricity and heat,2436260000.0
United States,USA,1996,Greenhouse gas emissions from electricity and heat,2517460000.0
United States,USA,1997,Greenhouse gas emissions from electricity and heat,2756790000.0
United States,USA,1998,Greenhouse gas emissions from electricity and heat,2814450000.0
United States,USA,1999,Greenhouse gas emissions from electricity and heat,2782060000.0
United States,USA,2000,Greenhouse gas emissions from electricity and heat,2814150000.0
United States,USA,2001,Greenhouse gas emissions from electricity and heat,2825560000.0
United States,USA,2002,Greenhouse gas emissions from electricity and heat,2692120000.0
United States,USA,2003,Greenhouse gas emissions from electricity and heat,2720100000.0
United States,USA,2004,Greenhouse gas emissions from electricity and heat,2754540000.0
United States,USA,2005,Greenhouse gas emissions from electricity and heat,2803760000.0
United States,USA,2006,Greenhouse gas emissions from electricity and heat,2734980000.0
United States,USA,2007,Greenhouse gas emissions from electricity and heat,2801710000.0
United States,USA,2008,Greenhouse gas emissions from electricity and heat,2731600100.0
United States,USA,2009,Greenhouse gas emissions from electricity and heat,2499980000.0
United States,USA,2010,Greenhouse gas emissions from electricity and heat,2620930000.0
United States,USA,2011,Greenhouse gas emissions from electricity and heat,2499530000.0
United States,USA,2012,Greenhouse gas emissions from electricity and heat,2370169900.0
United States,USA,2013,Greenhouse gas emissions from electricity and heat,2388770000.0
United States,USA,2014,Greenhouse gas emissions from electricity and heat,2386490000.0
United States,USA,2015,Greenhouse gas emissions from electricity and heat,2243240000.0
United States,USA,2016,Greenhouse gas emissions from electricity and heat,2154189800.0
United States,USA,2017,Greenhouse gas emissions from electricity and heat,2072960000.0
United States,USA,2018,Greenhouse gas emissions from electricity and heat,2105010000.0
United States,USA,2019,Greenhouse gas emissions from electricity and heat,1965560000.0
United States,USA,2020,Greenhouse gas emissions from electricity and heat,1771120000.0
United States,USA,1990,Fugitive emissions of greenhouse gases from energy production,271090000.0
United States,USA,1991,Fugitive emissions of greenhouse gases from energy production,270149980.0
United States,USA,1992,Fugitive emissions of greenhouse gases from energy production,270070000.0
United States,USA,1993,Fugitive emissions of greenhouse gases from energy production,260910000.0
United States,USA,1994,Fugitive emissions of greenhouse gases from energy production,267390020.0
United States,USA,1995,Fugitive emissions of greenhouse gases from energy production,268549980.0
United States,USA,1996,Fugitive emissions of greenhouse gases from energy production,269740000.0
United States,USA,1997,Fugitive emissions of greenhouse gases from energy production,272070000.0
United States,USA,1998,Fugitive emissions of greenhouse gases from energy production,270390000.0
United States,USA,1999,Fugitive emissions of greenhouse gases from energy production,264680000.0
United States,USA,2000,Fugitive emissions of greenhouse gases from energy production,265890020.0
United States,USA,2001,Fugitive emissions of greenhouse gases from energy production,266859980.0
United States,USA,2002,Fugitive emissions of greenhouse gases from energy production,262700020.0
United States,USA,2003,Fugitive emissions of greenhouse gases from energy production,260620000.0
United States,USA,2004,Fugitive emissions of greenhouse gases from energy production,260239980.0
United States,USA,2005,Fugitive emissions of greenhouse gases from energy production,261190000.0
United States,USA,2006,Fugitive emissions of greenhouse gases from energy production,264650000.0
United States,USA,2007,Fugitive emissions of greenhouse gases from energy production,272140000.0
United States,USA,2008,Fugitive emissions of greenhouse gases from energy production,281510000.0
United States,USA,2009,Fugitive emissions of greenhouse gases from energy production,279970020.0
United States,USA,2010,Fugitive emissions of greenhouse gases from energy production,297600000.0
United States,USA,2011,Fugitive emissions of greenhouse gases from energy production,321500000.0
United States,USA,2012,Fugitive emissions of greenhouse gases from energy production,340410020.0
United States,USA,2013,Fugitive emissions of greenhouse gases from energy production,348470000.0
United States,USA,2014,Fugitive emissions of greenhouse gases from energy production,377580000.0
United States,USA,2015,Fugitive emissions of greenhouse gases from energy production,382360000.0
United States,USA,2016,Fugitive emissions of greenhouse gases from energy production,356680000.0
United States,USA,2017,Fugitive emissions of greenhouse gases from energy production,373240000.0
United States,USA,2018,Fugitive emissions of greenhouse gases from energy production,419720000.0
United States,USA,2019,Fugitive emissions of greenhouse gases from energy production,465250000.0
United States,USA,2020,Fugitive emissions of greenhouse gases from energy production,419500000.0
United States,USA,1990,Greenhouse gas emissions from other fuel combustion,69050000.0
United States,USA,1991,Greenhouse gas emissions from other fuel combustion,67180000.0
United States,USA,1992,Greenhouse gas emissions from other fuel combustion,50520000.0
United States,USA,1993,Greenhouse gas emissions from other fuel combustion,45250000.0
United States,USA,1994,Greenhouse gas emissions from other fuel combustion,46020000.0
United States,USA,1995,Greenhouse gas emissions from other fuel combustion,46060000.0
United States,USA,1996,Greenhouse gas emissions from other fuel combustion,47200000.0
United States,USA,1997,Greenhouse gas emissions from other fuel combustion,47670000.0
United States,USA,1998,Greenhouse gas emissions from other fuel combustion,43800000.0
United States,USA,1999,Greenhouse gas emissions from other fuel combustion,41670000.0
United States,USA,2000,Greenhouse gas emissions from other fuel combustion,44780000.0
United States,USA,2001,Greenhouse gas emissions from other fuel combustion,47940000.0
United States,USA,2002,Greenhouse gas emissions from other fuel combustion,50750000.0
United States,USA,2003,Greenhouse gas emissions from other fuel combustion,45490000.0
United States,USA,2004,Greenhouse gas emissions from other fuel combustion,56520000.0
United States,USA,2005,Greenhouse gas emissions from other fuel combustion,55470000.0
United States,USA,2006,Greenhouse gas emissions from other fuel combustion,60510000.0
United States,USA,2007,Greenhouse gas emissions from other fuel combustion,56240000.0
United States,USA,2008,Greenhouse gas emissions from other fuel combustion,53980000.0
United States,USA,2009,Greenhouse gas emissions from other fuel combustion,50460000.0
United States,USA,2010,Greenhouse gas emissions from other fuel combustion,52110000.0
United States,USA,2011,Greenhouse gas emissions from other fuel combustion,48700000.0
United States,USA,2012,Greenhouse gas emissions from other fuel combustion,46710000.0
United States,USA,2013,Greenhouse gas emissions from other fuel combustion,50770000.0
United States,USA,2014,Greenhouse gas emissions from other fuel combustion,48780000.0
United States,USA,2015,Greenhouse gas emissions from other fuel combustion,48740000.0
United States,USA,2016,Greenhouse gas emissions from other fuel combustion,46850000.0
United States,USA,2017,Greenhouse gas emissions from other fuel combustion,46030000.0
United States,USA,2018,Greenhouse gas emissions from other fuel combustion,46910000.0
United States,USA,2019,Greenhouse gas emissions from other fuel combustion,39900000.0
United States,USA,2020,Greenhouse gas emissions from other fuel combustion,36940000.0
United States,USA,1990,Greenhouse gas emissions from bunker fuels,132080000.0
United States,USA,1991,Greenhouse gas emissions from bunker fuels,138410000.0
United States,USA,1992,Greenhouse gas emissions from bunker fuels,145370000.0
United States,USA,1993,Greenhouse gas emissions from bunker fuels,133740010.0
United States,USA,1994,Greenhouse gas emissions from bunker fuels,131410000.0
United States,USA,1995,Greenhouse gas emissions from bunker fuels,139200000.0
United States,USA,1996,Greenhouse gas emissions from bunker fuels,135900000.0
United States,USA,1997,Greenhouse gas emissions from bunker fuels,127930000.0
United States,USA,1998,Greenhouse gas emissions from bunker fuels,127680000.0
United States,USA,1999,Greenhouse gas emissions from bunker fuels,141820000.0
United States,USA,2000,Greenhouse gas emissions from bunker fuels,148920000.0
United States,USA,2001,Greenhouse gas emissions from bunker fuels,115360000.0
United States,USA,2002,Greenhouse gas emissions from bunker fuels,140130000.0
United States,USA,2003,Greenhouse gas emissions from bunker fuels,124230000.0
United States,USA,2004,Greenhouse gas emissions from bunker fuels,142560000.0
United States,USA,2005,Greenhouse gas emissions from bunker fuels,152930000.0
United States,USA,2006,Greenhouse gas emissions from bunker fuels,159800000.0
United States,USA,2007,Greenhouse gas emissions from bunker fuels,169670000.0
United States,USA,2008,Greenhouse gas emissions from bunker fuels,155530000.0
United States,USA,2009,Greenhouse gas emissions from bunker fuels,142470000.0
United States,USA,2010,Greenhouse gas emissions from bunker fuels,150210000.0
United States,USA,2011,Greenhouse gas emissions from bunker fuels,147010000.0
United States,USA,2012,Greenhouse gas emissions from bunker fuels,120510000.0
United States,USA,2013,Greenhouse gas emissions from bunker fuels,119430000.0
United States,USA,2014,Greenhouse gas emissions from bunker fuels,120070000.0
United States,USA,2015,Greenhouse gas emissions from bunker fuels,125640000.0
United States,USA,2016,Greenhouse gas emissions from bunker fuels,138120000.0
United States,USA,2017,Greenhouse gas emissions from bunker fuels,149620000.0
United States,USA,2018,Greenhouse gas emissions from bunker fuels,140920000.0
United States,USA,2019,Greenhouse gas emissions from bunker fuels,150170000.0
United States,USA,2020,Greenhouse gas emissions from bunker fuels,97070000.0
